Numero Origen,ID Usuario Origen,Dispositivo Origen,Dispositivo Destino,Numero Marcado Original,Numero Marcado Final,ID Usuario Destino,Origen,Destino,Codigo Origen,Codigo Destino,Tiempo de Conexion,Tiempo de Desconexion,Duracion(s)
5643,RMARTINEZ,SEP1C1D862EB132,10.200.24.2,100441505864333,100441505864333,\ ,Espana,Espana,0,16,"03/Nov/2021, 10:06, AM","03/Nov/2021, 10:13, AM",407.0
6535,\ ,SEP0C2724559D18,SEP34DBFDCD0C0C,2447,2447,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 05:18, AM","03/Nov/2021, 05:18, AM",15.0
5643,RMARTINEZ,SEP1C1D862EB132,10.200.24.2,1915618486,1915618486,\ ,Espana,Espana,0,16,"03/Nov/2021, 10:17, AM","03/Nov/2021, 10:24, AM",452.0
5643,RMARTINEZ,SEP1C1D862EB132,10.200.24.2,1915618486,1915618486,\ ,Espana,Espana,16,0,"03/Nov/2021, 10:26, AM","03/Nov/2021, 10:31, AM",330.0
3133,\ ,SEP00279025BB0F,SEP00279025BA44,3145,3145,\ ,Uruguay,Uruguay,0,16,"03/Nov/2021, 06:48, AM","03/Nov/2021, 06:49, AM",86.0
5643,RMARTINEZ,SEP1C1D862EB132,10.200.24.2,1617770500,1617770500,\ ,Espana,Espana,16,0,"03/Nov/2021, 10:58, AM","03/Nov/2021, 10:58, AM",11.0
5643,RMARTINEZ,SEP1C1D862EB132,10.200.24.2,1617770500,1617770500,\ ,Espana,Espana,16,0,"03/Nov/2021, 10:58, AM","03/Nov/2021, 10:58, AM",8.0
5643,RMARTINEZ,SEP1C1D862EB132,CiscoUM1-VI1,5617,8000,\ ,Espana,Miami,16,0,"03/Nov/2021, 11:15, AM","03/Nov/2021, 11:15, AM",2.0
5617,IANDINO,SEP50F7227021A3,CiscoUM1-VI1,8000,8000,\ ,Espana,Miami,16,0,"03/Nov/2021, 11:16, AM","03/Nov/2021, 11:16, AM",5.0
5643,RMARTINEZ,SEP1C1D862EB132,SEP50F7227021A3,5617,5617,IANDINO,Espana,Espana,0,16,"03/Nov/2021, 11:20, AM","03/Nov/2021, 11:21, AM",35.0
1131660441,\ ,10.200.25.2,CiscoUM1-VI1,6411,8000,\ ,Argentina,Miami,16,0,"03/Nov/2021, 07:32, AM","03/Nov/2021, 07:33, AM",21.0
1131660441,\ ,10.200.25.2,CiscoUM1-VI1,6411,8000,\ ,Argentina,Miami,16,0,"03/Nov/2021, 07:33, AM","03/Nov/2021, 07:33, AM",9.0
3133,\ ,SEP00279025BB0F,SEP00279025BA44,3145,3145,\ ,Uruguay,Uruguay,16,0,"03/Nov/2021, 07:40, AM","03/Nov/2021, 07:41, AM",38.0
5643,RMARTINEZ,SEP1C1D862EB132,10.200.24.2,1656611003,1656611003,\ ,Espana,Espana,16,0,"03/Nov/2021, 11:49, AM","03/Nov/2021, 11:51, AM",122.0
913799281,\ ,10.200.24.2,CiscoUM1-VI1,5616,8000,\ ,Espana,Miami,16,0,"03/Nov/2021, 11:53, AM","03/Nov/2021, 11:53, AM",6.0
2279,\ ,SEP0C272455C020,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 07:06, AM","03/Nov/2021, 07:06, AM",17.0
2472,\ ,AN00F137DEFF400,CiscoUM1-VI1,2044,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 07:07, AM","03/Nov/2021, 07:07, AM",4.0
2279,\ ,SEP0C272455C020,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 07:14, AM","03/Nov/2021, 07:14, AM",16.0
3133,\ ,SEP00279025BB0F,SEP00279025BA44,3145,3145,\ ,Uruguay,Uruguay,16,0,"03/Nov/2021, 08:15, AM","03/Nov/2021, 08:16, AM",14.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 07:15, AM","03/Nov/2021, 07:15, AM",14.0
7320,GGAMERO,SEP50F722702182,CiscoUM1-VI1,8000,8000,\ ,Peru,Miami,16,0,"03/Nov/2021, 06:25, AM","03/Nov/2021, 06:25, AM",1.0
2279,\ ,SEP0C272455C020,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 07:41, AM","03/Nov/2021, 07:42, AM",14.0
2447,sala_venezuela,SEP34DBFDCD0C0C,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 07:47, AM","03/Nov/2021, 07:48, AM",24.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 07:47, AM","03/Nov/2021, 07:48, AM",68.0
2472,\ ,AN00F137DEFF400,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 07:48, AM","03/Nov/2021, 07:49, AM",21.0
2447,sala_venezuela,SEP34DBFDCD0C0C,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 07:51, AM","03/Nov/2021, 07:52, AM",68.0
2279,\ ,SEP0C272455C020,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 07:53, AM","03/Nov/2021, 07:53, AM",23.0
2040,\ ,SEP0C2724554851,SEP0C272455C362,2219,2219,MAROJAS,Venezuela,Venezuela,16,0,"03/Nov/2021, 07:55, AM","03/Nov/2021, 07:55, AM",1.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 07:55, AM","03/Nov/2021, 07:57, AM",92.0
2366,EDIAZ,SEP34DBFDCC8F4B,10.200.16.4,12418241,12418241,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 07:57, AM","03/Nov/2021, 07:58, AM",35.0
2093,IHERRERA,SEP0C272455A22B,10.200.150.2,10034933961084,10034933961084,\ ,Venezuela,Panama,16,0,"03/Nov/2021, 07:55, AM","03/Nov/2021, 07:58, AM",168.0
2279,\ ,SEP0C272455C020,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 07:59, AM","03/Nov/2021, 07:59, AM",48.0
2279,\ ,SEP0C272455C020,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:00, AM","03/Nov/2021, 08:00, AM",10.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:01, AM","03/Nov/2021, 08:02, AM",30.0
,\ ,10.200.25.2,CiscoUM1-VI1,6435,8000,\ ,Argentina,Miami,16,0,"03/Nov/2021, 09:03, AM","03/Nov/2021, 09:03, AM",4.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,0,16,"03/Nov/2021, 08:04, AM","03/Nov/2021, 08:04, AM",16.0
2040,\ ,SEP0C2724554851,SEP0C272455C362,2219,2219,MAROJAS,Venezuela,Venezuela,0,16,"03/Nov/2021, 08:02, AM","03/Nov/2021, 08:05, AM",147.0
2090,NGONZALE,SEP0C272455C271,10.200.16.4,104127685085,104127685085,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:04, AM","03/Nov/2021, 08:05, AM",39.0
3133,\ ,SEP00279025BB0F,SEP00279025BA44,3145,3145,\ ,Uruguay,Uruguay,0,16,"03/Nov/2021, 09:05, AM","03/Nov/2021, 09:06, AM",13.0
34915944802,\ ,SIP_Trunk_Uruguay_Antel,CiscoUM1-VI1,3260,8000,\ ,Uruguay,Miami,16,0,"03/Nov/2021, 09:07, AM","03/Nov/2021, 09:07, AM",11.0
2279,\ ,SEP0C272455C020,SEP34DBFDCD0C0C,2447,2447,sala_venezuela,Venezuela,Venezuela,0,16,"03/Nov/2021, 08:06, AM","03/Nov/2021, 08:07, AM",54.0
3125023760,\ ,10.200.110.2,CiscoUM1-VI1,7311,8000,\ ,Colombia,Miami,16,0,"03/Nov/2021, 07:09, AM","03/Nov/2021, 07:09, AM",9.0
8627,JCARRASCO,SEP0076861A5766,SEPA4B439303EF4,8622,8622,MRVELASQUEZ,Brasil,Brasil,0,16,"03/Nov/2021, 09:10, AM","03/Nov/2021, 09:14, AM",258.0
2098,NFERNANDES,SEP0C272455B1DF,CiscoUM1-VI1,2252,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 08:13, AM","03/Nov/2021, 08:13, AM",7.0
2252,\ ,SEP0C272455A91D,CiscoUM1-VI1,2098,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 08:15, AM","03/Nov/2021, 08:15, AM",3.0
2036,\ ,SEP34DBFDCC93C1,SEP0C272455BA79,2184,2184,LPONCE,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:16, AM","03/Nov/2021, 08:17, AM",37.0
2154,EGRATEROL,SEP0C272455CE23,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:23, AM","03/Nov/2021, 08:24, AM",12.0
2068,\ ,SEP0C27245589E4,10.200.16.4,00019099411034,00019099411034,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:22, AM","03/Nov/2021, 08:25, AM",159.0
2036,\ ,SEP34DBFDCC93C1,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 08:25, AM","03/Nov/2021, 08:26, AM",60.0
2279,\ ,SEP0C272455C020,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:26, AM","03/Nov/2021, 08:27, AM",38.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:28, AM","03/Nov/2021, 08:28, AM",17.0
1152807700,\ ,10.200.25.2,CiscoUM1-VI1,6411,8000,\ ,Argentina,Miami,16,0,"03/Nov/2021, 09:32, AM","03/Nov/2021, 09:32, AM",13.0
6595,ZTOVAR,SEP0C272455C1B2,CiscoUM1-VI1,2152,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 08:38, AM","03/Nov/2021, 08:38, AM",5.0
2221,\ ,SEP64E9502F8352,SEP34DBFDCC93C1,2111,2222,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 08:39, AM","03/Nov/2021, 08:39, AM",38.0
1130172140,\ ,10.200.100.2,SEPA4B439303F92,8600,8611,\ ,Brasil,Brasil,0,16,"03/Nov/2021, 09:39, AM","03/Nov/2021, 09:39, AM",36.0
2384,KBENDAYAN,SEP189C5D20EE8F,SEP0C272455CE11,2182,2182,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 08:39, AM","03/Nov/2021, 08:46, AM",408.0
2279,\ ,SEP0C272455C020,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,0,16,"03/Nov/2021, 08:48, AM","03/Nov/2021, 08:48, AM",23.0
3133,\ ,SEP00279025BB0F,SEP00279025BA44,3145,3145,\ ,Uruguay,Uruguay,0,16,"03/Nov/2021, 09:49, AM","03/Nov/2021, 09:49, AM",13.0
2107,sala_venezuela,SEPAC44F2102795,SEP5017FF772F29,2336,2336,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:49, AM","03/Nov/2021, 08:50, AM",27.0
6574,LHOFFMANN,SEP0C2724558DD4,10.200.16.4,02661936,02661936,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:50, AM","03/Nov/2021, 08:52, AM",105.0
2447,sala_venezuela,SEP34DBFDCD0C0C,SEP0C272455C0AD,2101,2101,FCAPOBIANCO,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:55, AM","03/Nov/2021, 08:56, AM",20.0
2254,\ ,SEP5017FF774174,SIP_Trunk_InterGrupo,2200,2200,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:55, AM","03/Nov/2021, 08:56, AM",53.0
2447,sala_venezuela,SEP34DBFDCD0C0C,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:56, AM","03/Nov/2021, 08:56, AM",24.0
2254,\ ,SEP5017FF774174,SIP_Trunk_InterGrupo,2200,2200,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:56, AM","03/Nov/2021, 08:57, AM",44.0
2254,\ ,SEP5017FF774174,SEPC4143C8B0AE8,2078,2078,PSALAZAR,Venezuela,Venezuela,0,16,"03/Nov/2021, 08:58, AM","03/Nov/2021, 08:58, AM",9.0
4123261967,\ ,10.200.16.4,SIP_Trunk_InterGrupo,2200,2200,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 08:51, AM","03/Nov/2021, 08:58, AM",456.0
3223,VPARDO,SEP006440B58E6F,SIP_Trunk_Uruguay_Antel,3211,0098994065,\ ,Uruguay,Uruguay,0,16,"03/Nov/2021, 10:01, AM","03/Nov/2021, 10:01, AM",49.0
2384,KBENDAYAN,SEP189C5D20EE8F,SEP0C272455CE11,2182,2182,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 08:59, AM","03/Nov/2021, 09:01, AM",156.0
8553,GGAMERO,SEP50F722702182,SEPC4143C8B0AE8,2078,2078,PSALAZAR,Peru,Venezuela,16,0,"03/Nov/2021, 08:01, AM","03/Nov/2021, 08:04, AM",207.0
8622,MRVELASQUEZ,SEPA4B439303EF4,10.200.100.2,1002112024583834,1002112024583834,\ ,Brasil,Brasil,0,16,"03/Nov/2021, 10:02, AM","03/Nov/2021, 10:05, AM",172.0
6435,DAZZARO,SEP0038DFAF80A9,SEP007686EC1066,6422,6422,\ ,Argentina,Argentina,0,16,"03/Nov/2021, 10:06, AM","03/Nov/2021, 10:06, AM",10.0
4141149417,\ ,10.200.16.4,SEP64E9502F8352,2221,2221,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 09:06, AM","03/Nov/2021, 09:06, AM",22.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,0,16,"03/Nov/2021, 09:06, AM","03/Nov/2021, 09:07, AM",36.0
2384,KBENDAYAN,SEP189C5D20EE8F,10.200.16.4,004147947977,004147947977,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:02, AM","03/Nov/2021, 09:07, AM",320.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 09:06, AM","03/Nov/2021, 09:07, AM",38.0
3282,FPUENTE,SEPF0B2E576DDD9,SIP_Trunk_Uruguay_Antel,126042604,126042604,\ ,Uruguay,Uruguay,16,0,"03/Nov/2021, 10:01, AM","03/Nov/2021, 10:07, AM",381.0
2384,KBENDAYAN,SEP189C5D20EE8F,SEP7C95F33EBF33,2182,2182,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:07, AM","03/Nov/2021, 09:11, AM",236.0
2152,NCARRERO,SEP0C27245593D5,SEP0C272455C297,2415,2415,IPADILLA,Venezuela,Venezuela,0,16,"03/Nov/2021, 09:11, AM","03/Nov/2021, 09:12, AM",50.0
8622,MRVELASQUEZ,SEPA4B439303EF4,10.200.100.2,1002112024583834,1002112024583834,\ ,Brasil,Brasil,16,0,"03/Nov/2021, 10:07, AM","03/Nov/2021, 10:11, AM",280.0
16122551805,\ ,10.200.130.2,CiscoUM1-VI1,8551,8000,\ ,Peru,Miami,16,0,"03/Nov/2021, 08:13, AM","03/Nov/2021, 08:14, AM",24.0
3282,FPUENTE,SEPF0B2E576DDD9,SIP_Trunk_Uruguay_Antel,126042604,126042604,\ ,Uruguay,Uruguay,16,0,"03/Nov/2021, 10:11, AM","03/Nov/2021, 10:17, AM",394.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,0,16,"03/Nov/2021, 09:17, AM","03/Nov/2021, 09:17, AM",8.0
2384,KBENDAYAN,SEP189C5D20EE8F,10.200.16.4,004147947977,004147947977,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:13, AM","03/Nov/2021, 09:18, AM",272.0
2036,\ ,SEP34DBFDCC93C1,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:18, AM","03/Nov/2021, 09:18, AM",12.0
2366,EDIAZ,SEP34DBFDCC8F4B,CiscoUM1-VI1,2090,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 09:22, AM","03/Nov/2021, 09:22, AM",1.0
2336,\ ,SEP5017FF772F29,SEPAC44F2102795,2107,2107,sala_venezuela,Venezuela,Venezuela,0,16,"03/Nov/2021, 09:24, AM","03/Nov/2021, 09:24, AM",19.0
1212318200,\ ,10.200.16.4,CiscoUM1-VI1,2344,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 09:25, AM","03/Nov/2021, 09:25, AM",8.0
2107,sala_venezuela,SEPAC44F2102795,SEP0C2724554546,2276,2276,MNANEZ,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:25, AM","03/Nov/2021, 09:25, AM",22.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:26, AM","03/Nov/2021, 09:26, AM",7.0
2090,NGONZALE,SEP0C272455C271,SEP34DBFDCC8F4B,2366,2366,EDIAZ,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:25, AM","03/Nov/2021, 09:26, AM",32.0
3145,\ ,SEP00279025BA44,SEP00279025BB0F,3133,3133,\ ,Uruguay,Uruguay,16,0,"03/Nov/2021, 10:26, AM","03/Nov/2021, 10:27, AM",25.0
3282,FPUENTE,SEPF0B2E576DDD9,SIP_Trunk_Uruguay_Antel,126042604,126042604,\ ,Uruguay,Uruguay,0,16,"03/Nov/2021, 10:17, AM","03/Nov/2021, 10:27, AM",596.0
4141803856,\ ,10.200.16.4,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 09:27, AM","03/Nov/2021, 09:28, AM",58.0
2384,KBENDAYAN,SEP189C5D20EE8F,SEP7C95F33EBF33,2182,2182,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 09:23, AM","03/Nov/2021, 09:29, AM",357.0
3145,\ ,SEP00279025BA44,SEP00279025BB0F,3133,3133,\ ,Uruguay,Uruguay,0,16,"03/Nov/2021, 10:29, AM","03/Nov/2021, 10:30, AM",25.0
2276,MNANEZ,SEP0C2724554546,SEP34DBFDCC8F4B,2366,2366,EDIAZ,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:30, AM","03/Nov/2021, 09:31, AM",80.0
6535,\ ,SEP0C2724559D18,10.200.16.4,09080459,09080459,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:30, AM","03/Nov/2021, 09:33, AM",153.0
6595,ZTOVAR,SEP0C272455C1B2,SEP0C272455C297,2415,2415,IPADILLA,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:33, AM","03/Nov/2021, 09:33, AM",1.0
8603,\ ,SEPA4B43930400C,SEP203A07FCB7CD,8631,8631,sala_brasil,Brasil,Brasil,0,16,"03/Nov/2021, 10:31, AM","03/Nov/2021, 10:33, AM",75.0
8631,sala_brasil,SEP203A07FCB7CD,CiscoUM1-VI1,8615,8000,\ ,Brasil,Miami,16,0,"03/Nov/2021, 10:33, AM","03/Nov/2021, 10:33, AM",4.0
2415,IPADILLA,SEP0C272455C297,SEP0C272455C1B2,6595,6595,ZTOVAR,Venezuela,Venezuela,0,16,"03/Nov/2021, 09:34, AM","03/Nov/2021, 09:35, AM",58.0
2196,\ ,SEP0C272455489E,SEP34DBFDCD0C0C,2447,2447,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:34, AM","03/Nov/2021, 09:35, AM",85.0
2196,\ ,SEP0C272455489E,SEP0C27245539C9,2246,2246,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:37, AM","03/Nov/2021, 09:37, AM",18.0
2279,\ ,SEP0C272455C020,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:38, AM","03/Nov/2021, 09:38, AM",9.0
7316,CACUNA,SEPF07816A2453D,SEPDCEB94CE8377,7388,7388,IAURRECO,Colombia,Colombia,16,0,"03/Nov/2021, 08:39, AM","03/Nov/2021, 08:41, AM",67.0
3223,VPARDO,SEP006440B58E6F,SIP_Trunk_Uruguay_Antel,124182768,124182768,\ ,Uruguay,Uruguay,16,0,"03/Nov/2021, 10:43, AM","03/Nov/2021, 10:45, AM",108.0
2447,sala_venezuela,SEP34DBFDCD0C0C,SEP0C272455489E,2196,2196,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:45, AM","03/Nov/2021, 09:47, AM",111.0
6016041285,\ ,10.200.110.2,CiscoUM1-VI1,7311,8000,\ ,Colombia,Miami,16,0,"03/Nov/2021, 08:46, AM","03/Nov/2021, 08:47, AM",11.0
7316,CACUNA,SEPF07816A2453D,SEPC4143C8B0AE8,2078,2078,PSALAZAR,Colombia,Venezuela,0,16,"03/Nov/2021, 08:46, AM","03/Nov/2021, 08:47, AM",84.0
000541170781034,\ ,SIP_Trunk_Uruguay_Antel,CiscoUM1-VI1,3255,8000,\ ,Uruguay,Miami,16,0,"03/Nov/2021, 10:48, AM","03/Nov/2021, 10:48, AM",9.0
999128732,\ ,10.200.130.2,10.200.110.2,2200,2200,\ ,Peru,Colombia,16,0,"03/Nov/2021, 08:45, AM","03/Nov/2021, 08:48, AM",206.0
2036,\ ,SEP34DBFDCC93C1,SEP0C272455BA79,2184,2184,LPONCE,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:49, AM","03/Nov/2021, 09:49, AM",16.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:50, AM","03/Nov/2021, 09:50, AM",7.0
4142778754,\ ,10.200.16.4,SEP34DBFDCC93C1,2111,2222,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 09:54, AM","03/Nov/2021, 09:54, AM",13.0
8622,MRVELASQUEZ,SEPA4B439303EF4,10.200.100.2,1002112024583834,1002112024583834,\ ,Brasil,Brasil,16,0,"03/Nov/2021, 10:51, AM","03/Nov/2021, 10:57, AM",371.0
2142,LGOMEZ,SEP34DBFDCD028D,SEP0C272455C297,2415,2415,IPADILLA,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:55, AM","03/Nov/2021, 09:56, AM",80.0
2107,sala_venezuela,SEPAC44F2102795,SEP5017FF772F29,2336,2336,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:55, AM","03/Nov/2021, 09:56, AM",62.0
2090,NGONZALE,SEP0C272455C271,SEP0C272455AE94,2231,2231,VOCHOA,Venezuela,Venezuela,16,0,"03/Nov/2021, 10:00, AM","03/Nov/2021, 10:00, AM",14.0
8622,MRVELASQUEZ,SEPA4B439303EF4,10.200.100.2,1002112024583834,1002112024583834,\ ,Brasil,Brasil,0,16,"03/Nov/2021, 10:58, AM","03/Nov/2021, 10:59, AM",106.0
8513,SMENDOZA,SEP5CFC665C3714,SEP0013601C1DCD,8511,8511,AMCASTRO,Peru,Peru,16,0,"03/Nov/2021, 09:01, AM","03/Nov/2021, 09:02, AM",26.0
2155,LUSTARIZ,SEP7C95F33EB4C1,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 10:02, AM","03/Nov/2021, 10:03, AM",79.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,0,16,"03/Nov/2021, 10:04, AM","03/Nov/2021, 10:04, AM",10.0
021227213,\ ,10.200.180.2,10.200.180.2,5211,00981724591,\ ,Paraguay,Paraguay,0,16,"03/Nov/2021, 11:05, AM","03/Nov/2021, 11:07, AM",120.0
6597,DDEFREITAS,SEP64E9502EA5AD,10.200.16.4,12371147,12371147,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 10:07, AM","03/Nov/2021, 10:07, AM",27.0
2036,\ ,SEP34DBFDCC93C1,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 10:09, AM","03/Nov/2021, 10:10, AM",61.0
6422,\ ,SEP007686EC1066,CiscoUM1-VI1,6405,8000,\ ,Argentina,Miami,16,0,"03/Nov/2021, 11:10, AM","03/Nov/2021, 11:10, AM",2.0
6411,KGAMARRA,SEP001D70FB5B3B,SEP007686EC1066,6422,6422,\ ,Argentina,Argentina,0,16,"03/Nov/2021, 11:11, AM","03/Nov/2021, 11:11, AM",44.0
6574,LHOFFMANN,SEP0C2724558DD4,10.200.16.4,02761633,02761633,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 10:10, AM","03/Nov/2021, 10:12, AM",88.0
2107,sala_venezuela,SEPAC44F2102795,SEP5017FF772F29,2336,2336,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 10:14, AM","03/Nov/2021, 10:15, AM",40.0
2279,\ ,SEP0C272455C020,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 10:15, AM","03/Nov/2021, 10:16, AM",16.0
2279,\ ,SEP0C272455C020,SEP0C2724559CD3,2300,2300,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 10:16, AM","03/Nov/2021, 10:16, AM",12.0
0809563423,\ ,10.200.16.4,SEP34DBFDCD0C0C,2111,2222,sala_venezuela,Venezuela,Venezuela,0,16,"03/Nov/2021, 10:14, AM","03/Nov/2021, 10:16, AM",128.0
6597,DDEFREITAS,SEP64E9502EA5AD,CiscoUM1-VI1,2352,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 10:16, AM","03/Nov/2021, 10:16, AM",2.0
2279,\ ,SEP0C272455C020,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 10:18, AM","03/Nov/2021, 10:18, AM",11.0
50767029389,\ ,10.200.130.2,CiscoUM1-VI1,8571,8000,\ ,Peru,Miami,16,0,"03/Nov/2021, 09:20, AM","03/Nov/2021, 09:20, AM",8.0
3282,FPUENTE,SEPF0B2E576DDD9,SIP_Trunk_Uruguay_Antel,1130,1130,\ ,Uruguay,Uruguay,16,0,"03/Nov/2021, 10:41, AM","03/Nov/2021, 11:21, AM",2402.0
2447,sala_venezuela,SEP34DBFDCD0C0C,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 10:22, AM","03/Nov/2021, 10:23, AM",19.0
541160652200,\ ,10.200.130.2,CiscoUM1-VI1,2849,8000,\ ,Peru,Miami,16,0,"03/Nov/2021, 09:22, AM","03/Nov/2021, 09:23, AM",45.0
2068,\ ,SEP0C27245589E4,10.200.16.4,00019099411034,00019099411034,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 10:16, AM","03/Nov/2021, 10:24, AM",447.0
3221,MCONDE,SEP247E12BEB764,SIP_Trunk_Uruguay_Antel,129035236,129035236,\ ,Uruguay,Uruguay,16,0,"03/Nov/2021, 11:15, AM","03/Nov/2021, 11:24, AM",591.0
2447,sala_venezuela,SEP34DBFDCD0C0C,SEP0C27245589E4,2068,2068,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 10:24, AM","03/Nov/2021, 10:24, AM",16.0
